,ID,text,labels,target
904,1064, أهلاً بك عبد الرحمن😍 للأسف المدرب ليس لديه حساب على تويتر .. أطيب تحية💜,1,Digital Transformation
2187,2564,#لا_للتطعيم_الاجباري #لا_للجرعه_الثالثه #الجرعة_التنشيطية  جرعة الموت #كفاية URL,0,Covid Vaccine
1522,1794, احسنت دكتور ... اصلت الحقيقة .. خصوصت الاخيرة ... اذ للاسف نحن نعتقد ان شراء التكنولوجيا كاف للتطوير في حين ان مشروع التحول الالكتروني يحتاج الى ماهو اكثر من ذلك من تطوير للبشر اولا واخرا,1,Digital Transformation
2220,2603,الوطن يفخر بكن 🇸🇦   #يوم_المراه_العالمي  #تمكين_المرأة  #المرأة_السعودية #المرأة_نصف_المجتمع    ,2,Women empowerment
2841,3337,MENTION ماله داعي تطعيم الاطفال . كورونا لها سنتين وما سجلو اصابة طفل واحد . لييييييش التطعيم؟؟؟  .,0,Covid Vaccine
15,21,باعتقادك هل تؤثر الإمبريالية في عملية إحلال الإجراءات التراتيبية التسلسلية التي تقوّض عملية تقديم الخدمة للعملاء من قبل مأموري سعادة المتعاملين؟ و هل التحول الالكتروني أسهم في تسهيل و تقصير رحلة المتعامل؟ ومن منظورك الشخصي..هل لمؤشرات الأداء دور رقابي على الخدمة نفسها أم مقدميها؟,1,Digital Transformation
1905,2243, عمل الغرب منذ سنوات على تفكيك وتشتيت الأسرة المسلمة بشعارات ظاهرها تمكين المرأة من حقوقها وباطنها تمكين الرجل من المرأة أكثر من ذي قبل بتحويلها إلى سلعة رخيصة ومنتج للتسويق والإستهلاك، وللأسف الشديد انطلت هذه الخدعة على المرأة وقدمت نفسها,2,Women empowerment
435,516, صرنا نبي تمكين الرجل صارت الحرمه هي المسيطره ماتشوفين لوين وصلنا من الإنحطاط والتردي بزمن سادت وقادت فيه المرأة,2,Women empowerment
723,863, 👤 أعجز عن الشكر والتقدير 👍معلومات نحتاجها في زمن التحول التقني في الحياة العملية وإدمان الإنترنت خارج المكتب.  بارك الله فيك وفي علمك وعملك وأهل بيتك وصحابتك و وقتك. 💐,1,Digital Transformation
1631,1922,ياخذون ادوية الدنيا والدين بدون علم الموافقة الدوائيه او المنطمة الغذائيه عادي .. يغزون ابر فيلر وبوتكس مايدرون شنو مكوناتها عادي .. بس ياخذون تطعيم كورونا لاااا ومؤامرة وماعليه دراسات كافية وماوافقت عليه المنظمة الغذائية .. سبحان الله   #التطعيم #التطعيم_واجب_وطني,0,Covid Vaccine
2755,3232,#رؤية_2030 طورت اشياء كثير منها  تمكين المرأة و بعد الرؤية اصبحت المرأة تشغل اكبر المناصب القيادية و تعمل في اكثر المجالات و اصبحت تشارك في تطوير و تنميه الوطن  وهذا الشي بفضل الله ثم دعم #محمد_بن_سلمان للمرأة  #سفيرة_النوايا_الحسنة  #رند_بن_علي   ,2,Women empowerment
2694,3161,استراتيجيات التدريب لدنيا تهدف إلى تمكين المرأة في التنمية  الاقتصادية .  #معهد_التدريب_النوعي_النسائي   #اكاديمية_التدريب_النوعي,2,Women empowerment
1550,1828,علما بأن جرعة تطعيم كورونا تمت بالمجان ودون مقابل  نشكر الدوله وعلي رأسها السيده رئيس الجمهوريه ووزيرة الصحه وكل من كان له دور فيه,0,Covid Vaccine
3128,3670,  لقد طبقت بعض الجامعات السعودية التعليم الالكتروني المطور للانتساب  وقد نجح نجاح باهر  كما انه كان مصدر دخل جيد للجامعات ويعتبر رافد مهم للاستثمار في ضل التحول الى خصخصة الجامعات. وسوف يسهم في تطوير وتعليم شبابنا معرفيا وتمكينهم من ال,1,Digital Transformation
2838,3334,تكاثف الجهود الوطنية واستغلال الكفاءات في عملية التحول الإلكتروني للتعليم يقع عاتق المؤسسة التربوية. فنحن في مرحلة العمل الوطني. كانت هناك وقت كافي فيما مضي. ولكن لنبدأ..,1,Digital Transformation
964,1137,  غير تطوير البنية التحتية من شوارع وميادين في المدن     وعلى المستوى السياسي كانت كل البيض في سلة قوة واحدة عالميا فأصبحنا اليوم نعددالعلاقات     غير تمكين المرأة التي أصبحت تساهم مع أخيها الرجل في القوة الانتاجية,2,Women empowerment
1704,2004,#كورونا_فيروس اختصر سنوات عديدة على  في مهنة #المحاماة . URL,1,Digital Transformation
2209,2591,التحول التقني في #السعودية واستخدام التطبيقات في الخدمات رائع ومميز   ومستوى تعامل المواطنين والمقيمين معه خلال أزمة #كورونا ارتفع بشكل ملحوظ   مما يحفز لتحول كبير في استراتيجيات منشآت القطاع الخاص لتقديم الخدمات عبر التقنية بشكل أوسع بعد زوال الأزمة الصحية العالمية.,1,Digital Transformation
2956,3464,  التحول الرقمي كان ينادي به السلطان قابوس في 2008 مر على مناداته للحكومة بالتحول الرقمي والربط الإلكتروني 13 عام وإلى اليوم التقدم بطء ودون الطموح للآسف,1,Digital Transformation
2159,2536, يامعالي الأمين...لازالت المخاطبات التي تتم بين #أمانة_الرياض وبلدياتها الفرعية مخاطبات ورقيه  تستغرق الكثير من الوقت ذهاباً وعوده..فمتى يتم التحول الألكتروني الموفر للوقت والجهد والمال..؟!,1,Digital Transformation
734,876,جانب من معكسر الحياة لتطوير المشاريع الصغيرة بالشراكة مع شركة تمر   والذي يقدم اليوم التسويق للمشاريع الصغيرة مع أ. اشجان السليماني  ذلك للمساهمة في تمكين المرأة من خلال البدء في تحسين و تطوير مشاريعهن. URL,2,Women empowerment
774,920,تمكين المرأة ورفعها من خط الفقر وتقديم مثال لبقية النساء العاملات في مجال دعم المرأة  هذا كان احد الاهداف.  اضافة الى صناعة شبكة زبائنية تكون لصيقة بية ومقربة مني على طول الخط من داخل اوساط النساء حتى يدافعن عن الافكار الي اتبناها بخصوص تمكين ودعم المرأة.,2,Women empowerment
2152,2528,فخرنا الحقيقي هو دعم وفكر وطننا الغالي في تمكين المرأة 💚   الف مبروك دكتور فعلا إنجاز وطني عالمي .. تخطينا فيه دول كثيرة  .. 🙏🏻 ,2,Women empowerment
1202,1417,بدا التنافس على انتهاز البشرية بيل جيتس يبيع لنا تطعيم كورونا ويفشي الاوبئه  ايلون ماسك يبي يزرع فينا شرايح ويقول وداعاً للموت  غدينا فيران تجارب URL,0,Covid Vaccine
2071,2430,تحتل المملكة المرتبة ال ٢٩ عالميا في مؤشر الامم المتحدة لتطور الحكومة الالكترونية ٢٠٢٠  متقدمة على الكثير من الدول المتقدمة و الاهم من ذلك انها الدولة صاحبة اسرع تقدم في هذا المؤشر  حيث يعد التحول الرقمي الالكتروني احد ابرز مكونات رؤية ٢٠٣٠. شكرا لجعل الحياة افضل و اسهل,1,Digital Transformation
3303,3884,  لن ننسى جهودك دكتورة في المجلس  في تقديم التوصيات التي تساهم في تعزيز #تمكين_المرأة واعطاءها حقوق مواطنة مثلها مثل الرجل في امور لا تخالف الشرع.  لكن ما هو مؤسف ان جل قرارات الدولة لصالح المرأة رفضها المجلس من قبل تكتلات دينية ا,2,Women empowerment
2000,2351,#تمكين_المرأة والشمول المالي هما حجر الزاوية لبناء اقتصاد مستدام. ,2,Women empowerment
1624,1914,فخر للوطن 🇸🇦  لو كانت جاهلة تنكر تمكين عمل المراة وحقوقها  لسمعنا تكبير وتهليل قطيع الصحوة. URL,2,Women empowerment
2822,3315,أمريكا تنتهي من كورونا بعد تطعيم شعبها  والهند تدفع ثمن التأخر في التطعيم غاليا. حفظنا الله بحفظه🌷 URL,0,Covid Vaccine
240,294, شكرا الأستاذة ميساء على إنصاف وزارة التربية  حيث أنها من أوائل المؤسسات التي تحولت للعمل عن بعد بقيادة #حسين_الحمادي قد أرست قواعد التعليم الإلكتروني من حيث المناهج والعمليات  المدرسية  والتدريب منذ زمن لذلك نجحت في التحول بكل سلاسة ومنهجية,1,Digital Transformation
1012,1193,تأثرت وسائل الإعلام بسبب التحول التقني والانفتاح العالمي على الانترنت والذي أدى إلى دخول أطراف كثيرة في منظومة عمل الإعلام  حيث لم تعد المعلومة تصل من قناة واحدة ولا من وسيلة واحدة  وأصبح معرفة مصادر بث المعلومات معقد ومتداخل.,1,Digital Transformation
0,1, عشان يلمع صورته ويعنني تمكين المرأة ويصير ترند والحكومة هي اكثر من تقمع المرأة اخر شيء كل الي فرحانين بالقرار ودارسين قانون متوظفين كاشير في مول راتبهم 3 الاف,2,Women empowerment
154,186, التحول الرقمي وانتو ما تردو علي المتابعين!  تحول رقمي وهذا البرنامج الي معتمدين عليه؟ URL,1,Digital Transformation
2359,2767,"الناس اللي ناطرين تطعيم ""لقاح"" كورونا على أساس أن اهو الحل تدرون أن نسبة شفاء اللي انصابوا بكورونا بالكويت = ٩٥٪   بدون تطعيم بدون لقاح.. مع العلم  آخر ٣ شهور وايد ما قاموا يلتزمون ونسبة الشفاء ما تغيرت! يعني العلاج موجود و المرض مو مميت  أما اللقاح شي ماله شغل بكورونا.  #اصحوا",0,Covid Vaccine
2709,3177,  ليش يا كرم يوسف وش اللي ما عجبك في كلام اللاحم ؟ هل أنت ضد سياسة الحكومة في تمكين المرأة ؟,2,Women empowerment
3286,3865,احد صور تمكين المرأة #يوم_المراه_العالمي  #يوم_المرأة_العالمي_2021 ,2,Women empowerment
2156,2532,هل أخذت تطعيم كورونا؟ — سبيع ما يشملها التطعيم 🔥✌🏼 ,0,Covid Vaccine
2050,2408, وكان فيه انسانة ما اخذت التطعيم وجالسة مع ناس مو مطعمين جتها كورونا وظهرت عليها الأعراض اول وحدة والباقي لا  قصة ثانية وحدة من جماعتنا مااخذت تطعيم جا للي معها بالبيت كورونا وخالطتهم وقامت فيهم وتطبخ لهم  وتعتني فيهم بدون كمام بدون شي ولا جاه,0,Covid Vaccine
1764,2075,عدد التطبيقات اليوم في متاجر google play و Apple store تخطت حاجز الـ 5 مليون تطبيق.  التحول الرقمي اللي نشهده في الفترة الحالية ضخم جدا ونلاحظ أيضا ان الدولة أصبح توجهها رقمي بحت من خلال التطبيقات اللي تطلقها في فترة كورونا وما قبلها أيضا,1,Digital Transformation
1982,2330,#لا_للتطعيم_الاجباري59 #لا_للتطعيم_الاجباري60 الكثرة لم تكن في يوم من الأيام مقياس للصح والخطأ. وفي القرآن الكريم الكثير من الشواهد على ذلك. لو تم تطعيم ٧ مليار إنسان بسموم كورونا  فلن أكون واحد منهم بإذن الله. URL,0,Covid Vaccine
1274,1506, هذا لا وطني ولا يحزنون  دْكوري قذر يصيح يومياً عشان  تمكين المرأه .. وأي ذكر يرعبه موضوع تمكين المرأه هذا رْباله بإختصار لأنه كان يستمد قوته  من الإستقواء على نساء بيته لأنه برا مع الرجال مايسوى مواطيهم ولا يعبرونه  ..,2,Women empowerment
2416,2831,ابو تمكين المراة على المراة 👿👿👿😈,2,Women empowerment
786,932, هل هؤلاء الاطفال  متطعمين من كورونا    او خذوا تطعيم ملوث,0,Covid Vaccine
2395,2809,تمكين الشباب و تمكين المرأة في المنشأة بات أمرًا ضروريا لتحقيق أهداف تلك المنشأة و مواكبتها لتطلعات وطموحات قيادة هذا البلد الغالي حفظها الله، هناك مستهدفات وفقا لـ #رؤية_السعودية_2030 لن تستطيع أي منشأة العمل نحوها ألا بالتمكين،  وهما محوران أساسيان لتحقيق النمو المستدام.. ,2,Women empowerment
1789,2106,   تطعيم الاطفال القصد منها عدم انتشار كورونا فالبدايه كانوا ينتظرون المناعه المجتمعيه ولا صار مطلوبهم والان قرروا يطعمون الاطفال لكف انتشار الوباء الي مدري وينه اصلا ماله علاقه في صحتهم ولا موتهم المصلحه العاااااامه فق,0,Covid Vaccine
1297,1536,اختفاء قصري و اخبار كتير عن سحلها رغم الاعاقة فين حركات حقوق المرأة و تمكين المرأة و طيز المرأة ولا دول عشان السيسي قاعد يمكن فيهم ليل و نهار كفاية ميكنة بقا يريس #صفاء_الكوربيجي,2,Women empowerment
2915,3420,عيب أنه للحين في رجال عندهم فوبيا من طاري تمكين المرأة ,2,Women empowerment
2094,2459,وزارة الداخلية احسها القطاع الابرز للتحول التقني اللي صار في السعودية  هي عنوان لنجاح هذا التحول صح انهم تعبونا بالمخالفات لكن خدمات عالية جدا جدا جدا URL,1,Digital Transformation
2469,2896, ماشاء الله تبارك الله تتويج وانصاف للجهود التي قدمتها امانة الرياض لتحقيق متطلبات التحول الرقمي وانجاز يسجل للجهاز الإداري والفني للوصول لعالم رقمي متميز في الخدمات العامه وتحقيق جائزةدرع التميز الرقمي هو اكبر مكافأة لاكبر امانة مدن في الع,1,Digital Transformation
735,877,#يحدث_الان معسكر الحياة لتطوير المشاريع الصغيرة بالشراكة مع شركة تمر   والذي يقدم اليوم مهارات خدمة العملاء مع أ. إيهاب شطا  ذلك للمساهمة في تمكين المرأة من خلال البدء في تحسين و تطوير مشاريعهن. URL,2,Women empowerment
2091,2455,خطت المرأة السعودية خطوات شاسعة في التقدم وفي هذا العهد الميمون وعصر تمكين المرأة أثبتت المرأة نجاحها وأنها شريك مهم في تحقيق رؤية 2030 🤍 كُل الدعم والحُب والاحترام والفخر لنساء بلادي 💚🇸🇦   #المراه_في_السعوديه ,2,Women empowerment
1815,2136,ودي ادري وش مخلي امي مصره علي اني اخذ تطعيم لقاح كورونا 🙄🙁!؟ عاد متردده الصدق,0,Covid Vaccine
1300,1539, تمكين المرأة  يظنونه خيراً وهو شراً لهم.,2,Women empowerment
1571,1851,برنامج #سين أبرز التقدم المبهر في التحول الرقمي الالكتروني في حكومة #السعودية مؤخراً.  انجازات مبهرة تستحق اظهارها كنموذج مشرف ومحرّك ايجابي لصانعي القرار في الدول الأخرى التي تتمنى شعوبها اللحاق بركب التكنولوجيا. #رؤية_2030   مع تحفظي على المذيع ألا إنه يعتبر (شأن داخلي),1,Digital Transformation
1781,2094, التعليم التفليدي هو الافضل دايما اما التعليم الالكتروني هذا بتحصله سعادتك ناجح في اليابان وأمريكا ..والدول الاوربية اما نحن فلدينا مشاكل انا كموظفة تابعه للوزارة اجد صعوبة في اتمام عملى لان البوابة فيها مشاكل تعرقل سير العمل فكيف اذا تم التحول,1,Digital Transformation
2750,3226,كل الشكر والتقدير للأستاذ بندر الخريف رعايته #مؤتمر_سيدات_الصناعة وكلامه المطمئن عن تمكين المرأة في القطاع الصناعي، الأمر الذي يساعدها في تنمية مهاراتها واستثمار طاقاتها، فـ #المرأة_السعودية اليوم مكون استراتيجي للتنمية الشاملة والمستدامة في كافة القطاعات #تمكين_المرأة ,2,Women empowerment
2795,3284,  مو شغلك والله الحمدالله على نعمة تمكين المراه كنا عايشين تحت ذل الذكور وقهرهم انتم مقهورين يالذكور أن ربي نصر النساء مقهورين  تبونا نجلس طول عمرنا مذلولات لكم,2,Women empowerment
3048,3576,كلمات في تمكين المرأة السعودية المتفانية والطموحة والناجحة  انضموا إلينا على حساباتنا على مواقع التواصل الاجتماعي للاحتفال بالمرأة الطموحة التي تعمل على تحسين حالة رعاية السكتة الدماغية في المملكة العربية السعودية!  #اليوم_العالمي_للمرأة #InternationalWomensDay ,2,Women empowerment
1555,1834,"سالفة كورونا تحوش المطعمين الدكاترة قايلينها مليون مرة مو أنتوا صايدينها عشان كل يومين تتطنزون بهالموضوع  خذيناها و احنا عارفين هالمعلومة محد غشنا  و الجرعة الثالثة ما تعني ""فشل"" اللقاح.  لازم تطعيم مع + التزام عشان نخلص  التطعيم وحدة لا يكفي وهذا ماله شغل إنكم تشككون بفعاليته",0,Covid Vaccine
314,377,#  انا عندي سؤال لوزارة الصحة  انا متعافي من كورونا الأصلي  ليش اخذ تطعيم فيه فيروس ضعيف ليحميني من مضاعفات الفيروس الأصلي!!!,0,Covid Vaccine
2523,2961,الوباء انتهى. #كورونا ما ياخذ لقاح الا غبي..  تخيل اخذ تطعيم وانا متعافي. واحقن جسمي بمواد غريب ضاره #فايزر  هدف اقتصادي وسياسي واكثر مما تتوقع URL,0,Covid Vaccine
2579,3022, السؤال لماذا ؟ كورونا مرت على ولدي عمره 9 سنين بردا وسلاما ليوم واحد لماذا الإصرار على تطعيم جيل صغير مقبل على الحياة ؟؟؟؟,0,Covid Vaccine
1427,1679,تم بحمد الله أخذ الجرعة الاولي من تطعيم كورونا اللهم إجعل فيها سببا للشفاء و العافية شكرا حكومتنا الرشيدة شكرا  لحسن التنظيم و الترتيب شكرا للعاملين على حسن الاستقبال و الترحيب بارك الله في جهود الجميع ,0,Covid Vaccine
2373,2784, المرأه اهم عناصر المجتمع كانت مهمشه ومعطله. تمكين المرأه يعني نهوض حضارتنا. اللهم انفع بهم ووفقهم لما تريد.,2,Women empowerment
448,533,بحمد و بدعم الحكومة الرشيدة اخذت صغيرتي الجرعة الأولى للوقاية من #فيروس_كورونا   لا تترددوا في تطعيم ابناؤكم فهم امانة في اعناقكم ,0,Covid Vaccine
2982,3498,MENTION يادكتور  المانيا من الدول الغنيه ولم يتم تطعيم سوى٦٠٪من الشعب بسبب شكوك المواطن الالمانى في اللقاح واضرار اللقاح والجرعتين مئات العلماء حول العالم من جنسيات مختلفه لهم فيدوهات منتشره بيشككون بجدوى اللقاح  علماء متخصيين يشككون في فاعليه #لقاحات_كورونا فما بالك بالعوام ماذا يقولون؟,0,Covid Vaccine
2745,3221,فى دولة تحاول ان تنهض وترتقى وتدعو ليل ونهار الى التحول الرقمى والميكنة .. اذا ذهبت الى مكتب شركة الكهرباء واردت ان تدفع الفاتورة بال VISA تدفع 1% زيادة أما اذا أردت ان تدفع على الانترنت تدفع 1.5% زيادة ...ولا عزاء للأخ رقمى .....!,1,Digital Transformation
120,146, وزارة الاتصالات تأخرت في التحول الالكتروني  العالم الان يعمل على الخدمات الذكية  والرقمية ...,1,Digital Transformation
3044,3572,والجروح اللي بداخلنا كيف تشفى وانتوا قامعين النساء ومازلتوا قامعينهم و مستخدمين برجوازيات لكذبة تمكين المرأة ,2,Women empowerment
1963,2307,يثور العالم الآن ضد نظام العمل التقليدي الغير رقمي لأنه لم يتمكن من إسعاف الأعمال بسبب التعطل الناتج عن الجائحة   #لحظة_توقف ماذا لو كانت الجائحة تقنية وتعطلت الأعمال نظرًا لعدم العمل بالشكل التقليدي ؟! هل سيثور العالم ضد التحول الرقمي حينها؟  أنا مع التحول الرقمي بس اهدؤوا 😅,1,Digital Transformation
1536,1810,عزيزي المواطن .. والمقيم الاستعجال بالتطعيم أمان لك ولاهلك ولمن حولك من البشر. خلونا نخرج من هذه الازمة بدون خسائر ونرجع لحياتنا الطبيعية ونسافر ونرجع بدون قيود. #تطعيم_كورونا,0,Covid Vaccine
945,1111, جميع اللقحات آمنه وبشكل قوي  انا اخذت فايزر وكل شي تمام واخوي اخذ أسترازينيكا  وكل شي  تمام  الاعراض تفرق من شخص لأخر  اي لقاح او تطعيم لازم يجي له اعراض عندك تطعيم الاطفال  الصغار حق شلل الاطفال اذا تطعمو يجي لهم حراراه وتعب بعد التطعيم يوم ,0,Covid Vaccine
1384,1631,#تطعيم_كورونا  لا اقول الا اللهم لك الحمد ولك الشكر ولك الثناء الحسن على اننا ننعم بخيرات بلدنا #السعودية_العظمى  جهود جبارة اثمرت عن تنظيم جميل وتنسيق متناغم لإنجاز تطعيم أكبر عدد من المواطنين والمقيمين  شكراً #وزارة_الصحة من الأعماق,0,Covid Vaccine
877,1033,الدوله تسعى لتمكين المرأه يادكتوره لمياء لكن للأسف هناك عينات من النساء بدأو يعتقدون أن التمكين يعني ان يخرجو عن الفطره والدين ويخالفو النظام تحت ذريعه تمكين المرأه .  وايضا الحمد لله هناك نماذج مشرفه كثيره مثلك نفتخر بها . URL,2,Women empowerment
466,555,إنهـا عبارة عن أساليب لتعزيز دوافع فكرك  في الأوقات التي تواجه فيهـا أسـوا أعدائك  كما أن سلوكك  هو الذي يجبرك على التحول إلى التشتت الإلكتروني. هناك الكثير من النصائح التي تفيد الإنتاجية بشكل عام  وكذلك لمجابهة التشتت الرقمي. سنطالع في الفصليـن القادمين ما تفعله عندما يكون,1,Digital Transformation
1560,1840, التحول الإلكتروني أمر مهم من أجل مواكبة متطلبات المرحلة,1,Digital Transformation
1078,1272,محكمة افتراضية URL عبر    يمثّل التحول التقني والرقمي المذهل للمملكة ملمحاً حضارياً يدفع بنا إلى مصاف الدول الكبرى  بل نستطيع الجزم بأننا فُقناها تقنياً,1,Digital Transformation
3243,3817,"تحت رعاية رئيس #مجلس_الأمة مرزوق الغانم.. بدء فعاليات مؤتمر ""تمكين المرأة والأسرة"" الذي تقيمه لجنة شؤون المرأة والأسرة والطفل البرلمانية في مسرح المجلس.  ",2,Women empowerment
2562,3005,  جم مره يوضحون الدكاتره وحفظناه صم 😁 هذا لقاح لفايروس خامل حاله حال أي تطعيم اخذناه .. وبمجرد يدخل بالجسم بعدها ينتهي ويختفي ويعطي مناعه للجسم مع الوقت .. مافي شي اسمه على المدى البعيد 😬لكن التجارب هدفها  لاختبار فاعليته لجمي,0,Covid Vaccine
1371,1618,   فعلاً التحول الإلكتروني ساهم في تسهيل وتسريع الكثير من المراجعات الحكومية وغيرها من الإعمال   يعطيك العافيه يابو خالد.,1,Digital Transformation
373,442,أمةً انجازها حجاب فاشلة  أمة انجازها تمكين المرأة ناجحة URL,2,Women empowerment
3439,4049,#تطعيم_كورونا انتم بكامل قواكم العقليه تطعمون!!!! يمكن بعد جم سنه تتحولون زومبي👩🏻‍🦯,0,Covid Vaccine
1420,1672,"""تمكين [المرأة] و [الشباب] محورين أساسيين للنمو المستدام""👍🏻 محمد بن سلمان💕",2,Women empowerment
1570,1850,#عام_على_التعليم_عن_بعد  تمثل تجربة وزارة التعليم تحت قيادتنا الرشيده تجربة فريدة في (التحول الرقمي) الشاهد على ذلك و سرعة التعامل مع الجائحه للتحول الى حياة رقميه ينعم فيها الطالب والمعلم باستمرارية التعليم دون توقف   وكل هذا في سبيل سلامةالمواطن  أولا .,1,Digital Transformation
2387,2801,  التحول الإلكتروني مطلب ولكننا نرنوا إلى التحول الفعلي والواقعي,1,Digital Transformation
1305,1545, الإمارات ما سوت كذا ولا قطر ولا الكويت ولا أي دولة فقيرة أو غنية ليش عندنا كذا   ليش تمكين المرأة أصبح أضحكوكة   ليش هالمسؤولين فاغرين محتوى ودراسة وإنتاجية   إهانة المرأة من خوارم المروءة  ,2,Women empowerment
537,639,جامعة الشرق الأوسط تنظم ملتقى تمكين المرأة الاقتصادي URL  #الأردن #جريدة_الدستور_الاردنية #مصلحتك_في_اللقاح URL,2,Women empowerment
2801,3292,سبب خشية البعض من تمكين المرأة هو أن تأخذ مكانه .,2,Women empowerment
1049,1240,تمكين المراه هو ليس تقليد منصب فقط بل في ممارسه صلاحياتها في اتخاذ القرار باستقلاليه,2,Women empowerment
1744,2049,الثقافة لا تعني تحول الإنسان إلى كائن رقمي مع استراتيجية التحول الرقمي لأنها انتهاك لخصوصية الإنسان فضلا عن ادميته. ونقصد بالكائن الرقمي بأن تتم إدارته رقميا من خلال العالم الرقمي ع الانترنت.,1,Digital Transformation
924,1087,  كلامك صح وانا ابنتي ذات الشي بالجامعة واخذت الجرعتين واجبروها الجامعة بالثالثة والا تمنع من الاختبار واخذتها من ثلاثة اسابيع والى اليوم السخونة ماراحت منها حسبي الله ونعم الوكيل كنا ناخد تطعيمة الحمى ولا نجبر فلما تطعيم كورونا بالق,0,Covid Vaccine
1395,1643,قررت اني ماطعم تطعيم كورونا باذن الله  يعني انا اصلا جاني المرض وراح ونادرا انه يتكرر وعساه مايتكرر ان شاءالله  فما ابي اخذ اللقاح 🤭,0,Covid Vaccine
178,213, كله من تطعيم كورونا😞,0,Covid Vaccine
465,554,تناقشتُ مع أحد عشّاق منتجات شركة فايزر بأنواعها  فقال لي: إذا كنت ترفض اللقاح فلماذا لا ترفض تطعيم الأطفال المعروف؟ فقلتُ له: لقاح الأطفال مرّة واحدة فقط  أما لقاح كورونا فهو كل ٦ أشهر! فبهت الذي كفر. #لا_للتطعيم_الاجباري164,0,Covid Vaccine
2229,2614, الناس الي يصيحون تقدرون ترجعون كهوفكم وتعيشون فيها هناك  اذا ماتبون تمكين المراة بمختلف المجالات انقلعوا دوروا لكم مكان ثاني تعيشون فيه,2,Women empowerment
2974,3487,أرى أن #التحول_الرقمي هو أحد أهم الركائز الأساسية لتحقيق #رؤية_2030 وباتت ايجابياته جليةً جداً في الخمس سنوات الأولى من انطلاق الرؤية وحتى قبيل ظهور وباء#COVID19   ولا شك ان للتحول الرقمية انعكاساً مباشراً على #جودة_الحياة والمشاركة المجتمعية وتجاوز عقبات المكان والزمان URL,1,Digital Transformation
939,1104,  أعتقد مع التحول التقني ستنتهي هذه المشكلة تمامًا بمشيئة الله,1,Digital Transformation
2452,2872,MENTION اي غصب حالك حال خلق لله   بعدين تطعيم ماراح يضرك يا محور الكون طعمي   موب جايك الا العافية هو شرط اساسي لئن كورونا فايرس ممكن يجيك مرة ثانية وثالثة محد يقدر يقول ١٠٠٪ مناعتك !! سواءً با اصابة  او بدون اصابة وطعمتي الامور سهالات لاحد يعقدها !.,0,Covid Vaccine
568,677,. الحمد لله رب العالمين  أخذنا أول جرعة تطعيم ضد  فيروس كورونا اللعين,0,Covid Vaccine
2037,2394, هو عنده كل مشاكل معوقات التحول الرقمي كلها مش جزء منها و برضو عاوز يعمل تحول رقمي😂😂🙈,1,Digital Transformation
3269,3846,تمكين المرأة ودخولها لقطاع التقنية والاتصالات أصبح أمر غير اختياري لسد الفجوة الموجودة   أ. شهد عطار    #قائدات_التقنية #يوم_المرأة_العالمي ,2,Women empowerment
1484,1748,  التحول الإلكتروني سيأتي بحجج جديدة لتعطيل مصالح الناس؟! فالمشكلة ليست في كيفية تسهيل او انهاء المعاملات إنما في كيفية تغيير وغسل فكر الموظفين الذين يعتقدون بان الوظيفة هي سلطة القوي على الضعيف وان المواطن لابد من ارهاقه واذلاله حتى ,1,Digital Transformation
1620,1910, خلاص اخذ تطعيمك وريح بالك   ليش شاغل بالك ومضيع وقتك مع مناهضي التطعيم؟   احنا عاجبتنا حياتنا بدون تطعيم مو خايفين من كورونا  حتى لو كل الدراسات تقول التطعيم آمن وفعال ماراح ناخذه 😉,0,Covid Vaccine
1278,1512,مو عاجبني تمكين المرأة الي يصير في mcu,2,Women empowerment
291,351,44 % نسبة التحول الإلكتروني في خدمة طلبات شهادات حسن السيرة والسلوك #البحرين #أخبار_الخليج URL,1,Digital Transformation
3188,3744, بعد ما فعله ولي العهد من تمكين المرأة في كل المجالات ومساواتها مع الرجل في الحقوق اصبح ظالم؟ الاتباع الاعمى وترديد مايقوله بعض المغرضين الحاقدين دون النظر الى الواقع الايجابي قد يضرك,2,Women empowerment
812,962,  ولاترمو انفسكم بالتهلكه دام اللقاح غير مدروس ويعتبر لقاح طوارئ يعتبر تهلكه مالنا الا الدعاء وفعلا لن يصيبنا الا ماكتبه الله لنا بتطعيم وغير تطعيم,0,Covid Vaccine
1775,2088,خلال فترة التحول إلى التعلم الإلكتروني.. #جامعة_الملك_خالد تعتمد وسائل تقييم بديلة لطلابها بدلاً من الاختبارات  URL URL,1,Digital Transformation
246,301,""" أنا ارفض إني أكون فأر تجارب.""   #لا_تطعيم #كورونا #كوفيد_19 #حقوق_الانسان #كورونا_المستجد #قطيع #اصحوا #وثائق #لن_اخضع ",0,Covid Vaccine
193,231,  هل النمسا يطلبون فحص كورونا وشهاده تطعيم ايش الاوراق المطلوبه عند الوصل للقادم من السعوديه؟,0,Covid Vaccine
462,551, صدقت هذه فيروسات اشد من كورونا تحتاج تطعيم ضدها,0,Covid Vaccine
1946,2288,الجهود المميزة والملحوظة التي يقوم بها كلا من مركز التحول الرقمي وتقنية المعلومات ومركز التعلم الإلكتروني والتعليم عن بعد وغيرهم من إدارات هي جهود جبارة لا يمكن إنكارها في الظروف المعتادة فكيف يمكن إنكارها في ظل هذه الظروف .. فلهم خالص الشكر والتقدير ...🌹🌹🌹 #جامعة_جدة,1,Digital Transformation
